event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SRB3555,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Pomoravlje,Jagodina,,Jagodina,43.9791,21.2583,1,"Radio Televizija Srbije",National,"On 10 January 2025, citizens gathered in Jagodina as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737435626,11651,17681,55268,11651
SRB3556,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Nisava,Nis-Medijana,,Nis,43.3234,21.9018,1,RFE/RL,International,"On 10 January 2025, citizens and students gathered in Nis as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737435626,5189,35833,135365,5189
SRB3557,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Journalists (Serbia); Students (Serbia); Teachers (Serbia); Women (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"BETA; N1TV Online - Serbia",National,"On 10 January 2025, citizens, students, teachers, and employees of the Radio-Television of Vojvodina (RTV) gathered at various locations in Novi Sad as part of the 'Serbia, Stop' campaign. This movement has been active throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life. Some car drivers attempted to go through the crowd at several different locations throughout the city, but were stopped by citizens. Nobody was injured. A women's rights activist from 'Women for Change' ('Zene za promenu') observed a moment of silence lasting 16 minutes at Liberty Square, paying tribute to Novi Sad's victims, but also for a femicide victim who was recently murdered in Srbobran.",0,"crowd size=no report",1737435626,9541,41595,169916,9541
SRB3558,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Labor Group (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Toplica,Prokuplje,,Prokuplje,43.2383,21.5932,1,"Juzne Vesti",National,"On 10 January 2025, citizens, teachers, education workers, and opposition members gathered in Prokuplje as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737435626,5047,15963,32437,5047
SRB3559,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Macva,Sabac,,Sabac,44.7538,19.6876,1,"Radio Televizija Srbije",National,"On 10 January 2025, citizens gathered in Sabac as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737435626,5622,18726,61358,5622
SRB3560,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Nisava,Svrljig,,Svrljig,43.4133,22.1211,1,"Juzne Vesti",Subnational,"On 10 January 2025, citizens gathered in Svrljig to show support to students who have been occupying faculties across the country, and to participate in the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737435626,5811,7684,10702,5811
SRB3562,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Pcinja,Vranje,,Vranje,42.556,21.9002,1,FoNet,National,"On 10 January 2025, several tens of citizens gathered in Vranje as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=several tens",1737435626,4702,23737,52631,4702
SRB3563,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"Central Banat",Zrenjanin,,Zrenjanin,45.3818,20.3954,1,"N1TV Online - Serbia",National,"On 10 January 2025, citizens and high school students gathered in Zrenjanin as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737435626,3896,22019,71949,3896
SRB3561,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Jablanica,Vlasotince,,Vlasotince,42.9669,22.134,1,"Juzne Vesti; N1TV Online - Serbia",National,"On 10 January 2025, 220 citizens and students (according to the Archive of Public Gatherings) protested in Vlasotince to show their support for students who have been occupying their faculties nationwide, demanding accountability for the loss of 15 lives following the collapse of a concrete canopy at the train station in Novi Sad, ultimately blaming corruption for this tragic event. The protesters observed 15 minutes of silence as part of the 'Serbia, Stop' campaign, with an aim to honor the 15 victims and voice their demands, before starting their protest march.",0,"crowd size=220",1737488030,2649,11265,19791,2649
SRB3550,"09 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Vracar,,"Belgrade - Vracar",44.7981,20.4772,1,BETA,National,"On 9 January 2025, several hundred students and citizens gathered in front of the Electrotechnical Faculty in Belgrade - Vracar as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=several hundred",1737435626,9003,35358,61808,9003
SRB3551,"09 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Nisava,Nis-Medijana,,Nis,43.3234,21.9018,1,"N1TV Online - Serbia",National,"On 9 January 2025, students protested in front of the Faculty of Arts in Nis because their exhibition was cancelled due to a 'political connotation,' as stated in the notification they received from the Faculty's management.",0,"crowd size=no report",1737435626,5189,35833,135365,5189
SRB3543,"08 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,"Stari Grad",,"Belgrade - Stari Grad",44.823,20.4605,1,"N1TV Online - Serbia",National,"On 8 January 2025, teachers, students and parents protested in front of the Aviation Academy in Belgrade - Stari Grad against the replacement of the current director with a new one allegedly affiliated with the governing political party. The protesters voiced their concerns about the safety of the school and its students.",0,"crowd size=no report",1737435626,9651,38334,101955,9651
SRB3544,"08 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Vracar,,"Belgrade - Vracar",44.7981,20.4772,1,"N1TV Online - Serbia",National,"On 8 January 2025, students and citizens gathered in front of the Electrotechnical Faculty in Belgrade - Vracar as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life. This time, the protesters observed 16 minutes of silence to also honor a person who was recently killed in Indjija.",0,"crowd size=no report",1737435626,9003,35358,61808,9003
SRB3545,"08 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Farmers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Macva,Bogatic,,Bogatic,44.8375,19.4805,1,"N1TV Online - Serbia",National,"On 8 January 2025, dairy farmers protested in Bogatic against the announced decrease in milk prices due to massive imports and low prices for livestock.",0,"crowd size=no report",1737435626,1784,3208,5780,1784
SRB3548,"08 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia",National,"On 8 January 2025, university and high school students, along with citizens, protested in front of the court in Novi Sad after the Minister of Construction, Transportation, and Infrastructure of Serbia failed to appear for the second time for his hearing, nor he was taken into custody. He had been indicted in connection with the collapse of the concrete canopy at Novi Sad's train station, which resulted in the deaths of 15 people.",0,"crowd size=no report",1737435626,9541,41595,169916,9541
